GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14
1500000US360470854001,360470854001,"Block Group 1, Census Tract 854, Kings County, New York",932,234,845,215,87,80,87,80,87,80,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470854002,360470854002,"Block Group 2, Census Tract 854, Kings County, New York",957,196,938,190,19,20,10,14,10,14,0,12,9,15,4,8,5,7,0,12,0,12,0,12,0,12,0,12
1500000US360470856001,360470856001,"Block Group 1, Census Tract 856, Kings County, New York",927,318,838,312,89,110,89,110,89,110,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470856002,360470856002,"Block Group 2, Census Tract 856, Kings County, New York",1501,384,1468,383,33,43,33,43,33,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470856003,360470856003,"Block Group 3, Census Tract 856, Kings County, New York",1254,396,1130,384,108,101,87,100,87,100,0,12,21,25,15,22,6,14,0,12,0,12,0,12,0,12,16,25
1500000US360470858001,360470858001,"Block Group 1, Census Tract 858, Kings County, New York",977,284,866,263,111,174,111,174,111,174,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470858002,360470858002,"Block Group 2, Census Tract 858, Kings County, New York",1609,469,1494,479,115,102,115,102,115,102,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470860001,360470860001,"Block Group 1, Census Tract 860, Kings County, New York",1038,405,992,404,46,43,46,43,46,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470860002,360470860002,"Block Group 2, Census Tract 860, Kings County, New York",1088,298,1028,299,60,81,14,26,14,26,0,12,46,75,46,75,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470860003,360470860003,"Block Group 3, Census Tract 860, Kings County, New York",1491,461,1460,471,31,40,30,40,24,36,6,14,1,3,0,12,1,3,0,12,0,12,0,12,0,12,0,12
1500000US360470862001,360470862001,"Block Group 1, Census Tract 862, Kings County, New York",940,406,940,406,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470862002,360470862002,"Block Group 2, Census Tract 862, Kings County, New York",826,331,826,331,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470862003,360470862003,"Block Group 3, Census Tract 862, Kings County, New York",1011,311,962,292,49,60,49,60,49,60,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470864001,360470864001,"Block Group 1, Census Tract 864, Kings County, New York",1287,290,1268,292,19,24,19,24,19,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470864002,360470864002,"Block Group 2, Census Tract 864, Kings County, New York",1069,313,1054,315,10,12,10,12,10,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,9
1500000US360470866001,360470866001,"Block Group 1, Census Tract 866, Kings County, New York",1541,303,1387,301,126,115,102,111,102,111,0,12,24,38,24,38,0,12,0,12,0,12,0,12,0,12,28,48
1500000US360470866002,360470866002,"Block Group 2, Census Tract 866, Kings County, New York",716,289,589,268,127,151,35,55,35,55,0,12,92,145,92,145,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470866003,360470866003,"Block Group 3, Census Tract 866, Kings County, New York",975,275,874,268,74,98,74,98,74,98,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,33
1500000US360470868001,360470868001,"Block Group 1, Census Tract 868, Kings County, New York",1159,292,1033,280,114,114,114,114,114,114,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,18
1500000US360470868002,360470868002,"Block Group 2, Census Tract 868, Kings County, New York",954,335,897,326,47,42,47,42,47,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,20
1500000US360470868003,360470868003,"Block Group 3, Census Tract 868, Kings County, New York",1201,318,923,282,278,202,278,202,278,202,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470870001,360470870001,"Block Group 1, Census Tract 870, Kings County, New York",926,235,874,223,43,67,43,67,43,67,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14
1500000US360470870002,360470870002,"Block Group 2, Census Tract 870, Kings County, New York",884,217,853,220,31,39,31,39,31,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470870003,360470870003,"Block Group 3, Census Tract 870, Kings County, New York",1331,300,1286,293,26,17,26,17,19,13,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,31
1500000US360470872001,360470872001,"Block Group 1, Census Tract 872, Kings County, New York",361,115,331,106,30,36,30,36,30,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470872002,360470872002,"Block Group 2, Census Tract 872, Kings County, New York",890,243,791,238,99,92,76,103,76,103,0,12,23,38,23,38,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470872003,360470872003,"Block Group 3, Census Tract 872, Kings County, New York",1305,264,1265,270,40,36,40,36,40,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470874011,360470874011,"Block Group 1, Census Tract 874.01, Kings County, New York",999,304,910,302,89,58,89,58,89,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470874012,360470874012,"Block Group 2, Census Tract 874.01, Kings County, New York",2574,402,2373,407,183,120,164,118,164,118,0,12,19,31,19,31,0,12,0,12,0,12,0,12,0,12,18,29
1500000US360470876001,360470876001,"Block Group 1, Census Tract 876, Kings County, New York",747,260,698,259,49,30,49,30,49,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470876002,360470876002,"Block Group 2, Census Tract 876, Kings County, New York",925,253,904,252,9,13,8,13,8,13,0,12,1,2,0,12,1,2,0,12,0,12,0,12,0,12,12,18
1500000US360470878001,360470878001,"Block Group 1, Census Tract 878, Kings County, New York",842,266,718,194,124,173,124,173,124,173,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470878002,360470878002,"Block Group 2, Census Tract 878, Kings County, New York",707,269,513,234,194,115,182,102,182,102,0,12,0,12,0,12,0,12,12,26,12,26,0,12,0,12,0,12
1500000US360470878003,360470878003,"Block Group 3, Census Tract 878, Kings County, New York",1951,390,1893,390,58,65,58,65,58,65,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470880001,360470880001,"Block Group 1, Census Tract 880, Kings County, New York",1367,358,1367,358,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470880002,360470880002,"Block Group 2, Census Tract 880, Kings County, New York",507,187,466,170,41,51,41,51,11,17,30,49,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470880003,360470880003,"Block Group 3, Census Tract 880, Kings County, New York",1060,383,990,372,70,90,70,90,70,90,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470882001,360470882001,"Block Group 1, Census Tract 882, Kings County, New York",1912,470,1872,468,40,69,40,69,40,69,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470882002,360470882002,"Block Group 2, Census Tract 882, Kings County, New York",1440,437,1306,422,134,132,109,121,109,121,0,12,25,43,25,43,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470882003,360470882003,"Block Group 3, Census Tract 882, Kings County, New York",1467,513,1284,492,155,138,86,89,86,89,0,12,69,104,69,104,0,12,0,12,0,12,0,12,0,12,28,46
1500000US360470882004,360470882004,"Block Group 4, Census Tract 882, Kings County, New York",1585,414,1536,397,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,49,59
1500000US360470884001,360470884001,"Block Group 1, Census Tract 884, Kings County, New York",1535,384,1407,377,102,118,102,118,102,118,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,41
1500000US360470884002,360470884002,"Block Group 2, Census Tract 884, Kings County, New York",1279,367,1269,367,7,13,7,13,7,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,10
1500000US360470884003,360470884003,"Block Group 3, Census Tract 884, Kings County, New York",2184,507,1945,453,239,177,226,177,226,177,0,12,13,20,13,20,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470886001,360470886001,"Block Group 1, Census Tract 886, Kings County, New York",1287,287,1131,288,133,95,133,95,133,95,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,37
1500000US360470886002,360470886002,"Block Group 2, Census Tract 886, Kings County, New York",1057,276,1033,280,24,35,24,35,24,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470886003,360470886003,"Block Group 3, Census Tract 886, Kings County, New York",1891,336,1813,319,27,33,27,33,27,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,51,57
1500000US360470888001,360470888001,"Block Group 1, Census Tract 888, Kings County, New York",1165,397,1052,362,53,87,53,87,53,87,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,60,61
1500000US360470888002,360470888002,"Block Group 2, Census Tract 888, Kings County, New York",1112,344,1112,344,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470888003,360470888003,"Block Group 3, Census Tract 888, Kings County, New York",1533,382,1358,391,163,149,163,149,163,149,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,18
1500000US360470890001,360470890001,"Block Group 1, Census Tract 890, Kings County, New York",1786,564,1442,496,313,352,313,352,313,352,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,31,48
1500000US360470890002,360470890002,"Block Group 2, Census Tract 890, Kings County, New York",1619,505,1394,551,211,177,211,177,211,177,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,24
1500000US360470890003,360470890003,"Block Group 3, Census Tract 890, Kings County, New York",440,213,440,213,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470890004,360470890004,"Block Group 4, Census Tract 890, Kings County, New York",1046,339,859,303,187,178,187,178,187,178,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470890005,360470890005,"Block Group 5, Census Tract 890, Kings County, New York",556,258,524,262,32,51,32,51,32,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470890006,360470890006,"Block Group 6, Census Tract 890, Kings County, New York",1121,541,862,491,259,170,259,170,259,170,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470892001,360470892001,"Block Group 1, Census Tract 892, Kings County, New York",588,337,553,338,35,40,35,40,35,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470892002,360470892002,"Block Group 2, Census Tract 892, Kings County, New York",1538,370,1404,392,134,139,121,137,121,137,0,12,13,21,13,21,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470892003,360470892003,"Block Group 3, Census Tract 892, Kings County, New York",1125,370,1072,368,53,40,46,39,46,39,0,12,7,12,7,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470892004,360470892004,"Block Group 4, Census Tract 892, Kings County, New York",478,333,478,333,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470894001,360470894001,"Block Group 1, Census Tract 894, Kings County, New York",888,372,731,352,140,190,140,190,140,190,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,28
1500000US360470894002,360470894002,"Block Group 2, Census Tract 894, Kings County, New York",977,320,882,340,95,130,95,130,95,130,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470894003,360470894003,"Block Group 3, Census Tract 894, Kings County, New York",920,363,805,334,115,102,111,104,105,93,6,13,4,10,0,12,4,10,0,12,0,12,0,12,0,12,0,12
1500000US360470894004,360470894004,"Block Group 4, Census Tract 894, Kings County, New York",1130,238,1111,240,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,31
1500000US360470896001,360470896001,"Block Group 1, Census Tract 896, Kings County, New York",604,231,524,208,61,71,61,71,61,71,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,31
1500000US360470896002,360470896002,"Block Group 2, Census Tract 896, Kings County, New York",1394,359,1244,356,129,89,81,66,81,66,0,12,48,61,48,61,0,12,0,12,0,12,0,12,0,12,21,27
1500000US360470896003,360470896003,"Block Group 3, Census Tract 896, Kings County, New York",987,310,639,226,348,235,348,235,348,235,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470898001,360470898001,"Block Group 1, Census Tract 898, Kings County, New York",948,277,925,278,19,31,19,31,19,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,6
1500000US360470898002,360470898002,"Block Group 2, Census Tract 898, Kings County, New York",1076,268,968,249,108,83,88,80,88,80,0,12,20,23,20,23,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470900001,360470900001,"Block Group 1, Census Tract 900, Kings County, New York",542,238,431,235,111,160,111,160,111,160,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470900002,360470900002,"Block Group 2, Census Tract 900, Kings County, New York",394,141,394,141,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470900003,360470900003,"Block Group 3, Census Tract 900, Kings County, New York",900,269,857,265,43,73,43,73,43,73,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470900004,360470900004,"Block Group 4, Census Tract 900, Kings County, New York",1288,317,1274,315,14,22,14,22,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470900005,360470900005,"Block Group 5, Census Tract 900, Kings County, New York",1078,348,987,337,91,100,91,100,91,100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470900006,360470900006,"Block Group 6, Census Tract 900, Kings County, New York",758,287,731,292,27,33,27,33,27,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470900007,360470900007,"Block Group 7, Census Tract 900, Kings County, New York",509,226,509,226,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470902001,360470902001,"Block Group 1, Census Tract 902, Kings County, New York",1179,319,1139,317,40,50,40,50,40,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470902002,360470902002,"Block Group 2, Census Tract 902, Kings County, New York",986,376,597,228,389,195,339,184,339,184,0,12,32,42,14,30,18,29,0,12,0,12,0,12,18,28,0,12
1500000US360470902003,360470902003,"Block Group 3, Census Tract 902, Kings County, New York",600,290,413,248,187,113,177,109,177,109,0,12,10,22,10,22,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470902004,360470902004,"Block Group 4, Census Tract 902, Kings County, New York",766,284,748,281,18,23,13,20,13,20,0,12,5,11,5,11,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470902005,360470902005,"Block Group 5, Census Tract 902, Kings County, New York",500,224,465,199,34,52,34,52,34,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,6
1500000US360470906001,360470906001,"Block Group 1, Census Tract 906, Kings County, New York",964,282,929,276,24,18,16,26,16,26,0,12,0,12,0,12,0,12,8,17,8,17,0,12,0,12,11,18
1500000US360470906002,360470906002,"Block Group 2, Census Tract 906, Kings County, New York",2132,342,2111,344,21,23,21,23,21,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470906003,360470906003,"Block Group 3, Census Tract 906, Kings County, New York",1204,276,1003,246,201,179,201,179,201,179,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470908001,360470908001,"Block Group 1, Census Tract 908, Kings County, New York",2276,970,1404,402,862,641,842,641,828,642,14,21,12,20,0,12,12,20,8,18,8,18,0,12,0,12,10,20
1500000US360470908002,360470908002,"Block Group 2, Census Tract 908, Kings County, New York",749,225,689,227,51,47,51,47,51,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13
1500000US360470908003,360470908003,"Block Group 3, Census Tract 908, Kings County, New York",692,289,692,289,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470910001,360470910001,"Block Group 1, Census Tract 910, Kings County, New York",2040,569,1975,589,65,66,65,66,65,66,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470910002,360470910002,"Block Group 2, Census Tract 910, Kings County, New York",1887,532,1677,573,210,244,210,244,210,244,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470910003,360470910003,"Block Group 3, Census Tract 910, Kings County, New York",1045,377,984,370,61,64,61,64,61,64,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470910004,360470910004,"Block Group 4, Census Tract 910, Kings County, New York",767,256,763,255,4,8,4,8,4,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470912001,360470912001,"Block Group 1, Census Tract 912, Kings County, New York",1744,626,1744,626,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470912002,360470912002,"Block Group 2, Census Tract 912, Kings County, New York",1886,567,1818,530,68,89,68,89,68,89,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470912003,360470912003,"Block Group 3, Census Tract 912, Kings County, New York",2452,547,2274,529,166,208,166,208,166,208,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20
1500000US360470916001,360470916001,"Block Group 1, Census Tract 916, Kings County, New York",672,278,624,277,48,64,48,64,48,64,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470916002,360470916002,"Block Group 2, Census Tract 916, Kings County, New York",945,274,925,272,20,28,20,28,20,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470916003,360470916003,"Block Group 3, Census Tract 916, Kings County, New York",1026,272,1014,273,12,19,12,19,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470916004,360470916004,"Block Group 4, Census Tract 916, Kings County, New York",1138,488,1026,466,99,84,39,47,39,47,0,12,60,69,38,61,22,33,0,12,0,12,0,12,0,12,13,39
1500000US360470918001,360470918001,"Block Group 1, Census Tract 918, Kings County, New York",2106,347,1861,327,245,161,245,161,245,161,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470918002,360470918002,"Block Group 2, Census Tract 918, Kings County, New York",874,243,821,223,36,47,36,47,36,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,26
1500000US360470920001,360470920001,"Block Group 1, Census Tract 920, Kings County, New York",599,203,580,204,19,29,19,29,19,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470920002,360470920002,"Block Group 2, Census Tract 920, Kings County, New York",1433,293,1291,323,142,195,142,195,142,195,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470920003,360470920003,"Block Group 3, Census Tract 920, Kings County, New York",1106,285,1106,285,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470922001,360470922001,"Block Group 1, Census Tract 922, Kings County, New York",1045,398,802,396,243,176,73,114,73,114,0,12,170,124,0,12,170,124,0,12,0,12,0,12,0,12,0,12
1500000US360470922002,360470922002,"Block Group 2, Census Tract 922, Kings County, New York",1689,335,1632,337,57,54,57,54,57,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470924001,360470924001,"Block Group 1, Census Tract 924, Kings County, New York",1328,343,1041,308,273,212,171,166,153,163,18,20,99,125,86,122,13,17,3,6,3,6,0,12,0,12,14,17
1500000US360470924002,360470924002,"Block Group 2, Census Tract 924, Kings County, New York",992,277,908,271,84,92,84,92,84,92,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470924003,360470924003,"Block Group 3, Census Tract 924, Kings County, New York",616,183,592,182,24,28,10,17,10,17,0,12,14,22,14,22,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470928001,360470928001,"Block Group 1, Census Tract 928, Kings County, New York",1415,274,1365,274,50,57,50,57,50,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470928002,360470928002,"Block Group 2, Census Tract 928, Kings County, New York",1231,228,1168,222,61,95,60,95,59,95,1,4,1,2,0,12,1,2,0,12,0,12,0,12,0,12,2,4
1500000US360470930001,360470930001,"Block Group 1, Census Tract 930, Kings County, New York",1000,236,967,228,33,37,33,37,33,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470930002,360470930002,"Block Group 2, Census Tract 930, Kings County, New York",1524,290,1362,257,162,142,162,142,162,142,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470932001,360470932001,"Block Group 1, Census Tract 932, Kings County, New York",1371,210,1337,215,34,37,29,36,29,36,0,12,5,7,5,7,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470934001,360470934001,"Block Group 1, Census Tract 934, Kings County, New York",1347,216,1275,213,64,49,64,49,64,49,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12
1500000US360470934002,360470934002,"Block Group 2, Census Tract 934, Kings County, New York",1239,251,1177,254,62,51,62,51,62,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470936001,360470936001,"Block Group 1, Census Tract 936, Kings County, New York",1200,291,1189,291,11,19,11,19,11,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470936002,360470936002,"Block Group 2, Census Tract 936, Kings County, New York",839,252,792,244,47,45,41,43,41,43,0,12,6,9,0,12,6,9,0,12,0,12,0,12,0,12,0,12
1500000US360470938001,360470938001,"Block Group 1, Census Tract 938, Kings County, New York",944,267,744,207,200,173,200,173,200,173,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470938002,360470938002,"Block Group 2, Census Tract 938, Kings County, New York",1262,272,1148,279,114,98,114,98,114,98,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470944011,360470944011,"Block Group 1, Census Tract 944.01, Kings County, New York",848,197,800,190,48,46,48,46,48,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470944012,360470944012,"Block Group 2, Census Tract 944.01, Kings County, New York",1064,273,1001,265,39,46,39,46,39,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,39
1500000US360470944013,360470944013,"Block Group 3, Census Tract 944.01, Kings County, New York",1028,292,1016,288,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20
1500000US360470944014,360470944014,"Block Group 4, Census Tract 944.01, Kings County, New York",825,343,760,325,65,76,26,40,26,40,0,12,39,64,0,12,39,64,0,12,0,12,0,12,0,12,0,12
1500000US360470944021,360470944021,"Block Group 1, Census Tract 944.02, Kings County, New York",2798,305,2502,356,296,227,286,226,286,226,0,12,10,17,10,17,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470946001,360470946001,"Block Group 1, Census Tract 946, Kings County, New York",520,241,429,226,91,111,91,111,91,111,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470946002,360470946002,"Block Group 2, Census Tract 946, Kings County, New York",723,240,664,254,52,66,52,66,52,66,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,12
1500000US360470946003,360470946003,"Block Group 3, Census Tract 946, Kings County, New York",825,311,774,311,44,57,44,57,44,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11
1500000US360470950001,360470950001,"Block Group 1, Census Tract 950, Kings County, New York",1668,317,1655,321,13,18,13,18,13,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470950002,360470950002,"Block Group 2, Census Tract 950, Kings County, New York",1540,363,1451,344,67,88,67,88,67,88,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,23
1500000US360470954001,360470954001,"Block Group 1, Census Tract 954, Kings County, New York",1301,374,1283,374,18,30,18,30,18,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470954002,360470954002,"Block Group 2, Census Tract 954, Kings County, New York",1757,439,1680,445,77,75,77,75,77,75,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470954003,360470954003,"Block Group 3, Census Tract 954, Kings County, New York",1284,302,1221,305,63,74,63,74,56,71,7,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470956001,360470956001,"Block Group 1, Census Tract 956, Kings County, New York",2073,530,1928,512,118,115,118,115,118,115,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,30
1500000US360470956002,360470956002,"Block Group 2, Census Tract 956, Kings County, New York",2726,531,2598,517,102,130,102,130,102,130,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,42
1500000US360470958001,360470958001,"Block Group 1, Census Tract 958, Kings County, New York",1205,330,1170,317,21,26,11,18,11,18,0,12,10,18,0,12,10,18,0,12,0,12,0,12,0,12,14,23
1500000US360470958002,360470958002,"Block Group 2, Census Tract 958, Kings County, New York",2162,414,2008,422,154,175,154,175,154,175,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470960001,360470960001,"Block Group 1, Census Tract 960, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470962001,360470962001,"Block Group 1, Census Tract 962, Kings County, New York",1657,230,1500,223,78,56,76,56,76,56,0,12,0,12,0,12,0,12,2,4,2,4,0,12,0,12,79,97
1500000US360470964001,360470964001,"Block Group 1, Census Tract 964, Kings County, New York",998,221,983,218,15,18,15,18,15,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470964002,360470964002,"Block Group 2, Census Tract 964, Kings County, New York",1497,458,1450,459,35,49,35,49,35,49,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19
1500000US360470966001,360470966001,"Block Group 1, Census Tract 966, Kings County, New York",1025,241,924,221,91,93,91,93,91,93,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,18
1500000US360470966002,360470966002,"Block Group 2, Census Tract 966, Kings County, New York",1371,267,1346,260,25,32,25,32,25,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470968001,360470968001,"Block Group 1, Census Tract 968, Kings County, New York",823,227,823,227,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470968002,360470968002,"Block Group 2, Census Tract 968, Kings County, New York",829,241,817,238,12,15,12,15,12,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
